0.353807 0.277930 0.334080 0.966847 0.642946 1.000000 0.000000 (0 , 0)  Correct
0.987400 0.910049 0.033353 0.585942 0.393310 0.000000 1.000000 (1 , 1)  Correct
0.178974 0.877221 0.050328 0.751216 0.898032 1.000000 0.000000 (1 , 0)  Wrong 
0.359257 0.010604 0.570357 0.928569 0.200365 1.000000 0.000000 (0 , 0)  Correct
0.747477 0.741924 0.028868 0.175467 0.323624 0.000000 1.000000 (1 , 1)  Correct
0.071040 0.346281 0.637604 0.370696 0.860363 1.000000 0.000000 (1 , 0)  Wrong 
0.555399 0.066608 0.128509 0.905000 0.441986 1.000000 0.000000 (0 , 0)  Correct
0.567326 0.279864 0.827496 0.691135 0.806232 1.000000 0.000000 (0 , 0)  Correct
0.010023 0.657730 0.726812 0.507303 0.355116 0.000000 1.000000 (1 , 1)  Correct
0.882067 0.533987 0.998842 0.487939 0.464051 0.000000 1.000000 (0 , 1)  Wrong 
0.498753 0.041236 0.609882 0.660193 0.469134 1.000000 0.000000 (0 , 0)  Correct
0.154745 0.036392 0.102076 0.997543 0.882500 1.000000 0.000000 (0 , 0)  Correct
0.979259 0.861662 0.633003 0.945260 0.789687 1.000000 0.000000 (0 , 0)  Correct
0.338833 0.512592 0.208178 0.425070 0.598282 1.000000 0.000000 (1 , 0)  Wrong 
0.481973 0.436566 0.577723 0.208322 0.532566 0.000000 1.000000 (1 , 1)  Correct
0.829756 0.066798 0.432844 0.253418 0.915148 1.000000 0.000000 (0 , 0)  Correct
0.337818 0.402112 0.959242 0.634484 0.838880 1.000000 0.000000 (0 , 0)  Correct
0.742203 0.855029 0.833299 0.937606 0.445619 1.000000 0.000000 (0 , 0)  Correct
0.347212 0.975980 0.737514 0.101567 0.960187 1.000000 0.000000 (1 , 0)  Wrong 
0.566799 0.631057 0.644466 0.679678 0.798255 1.000000 0.000000 (0 , 0)  Correct
0.310521 0.098476 0.026544 0.521086 0.835071 1.000000 0.000000 (0 , 0)  Correct
0.568624 0.148648 0.166337 0.172156 0.447814 0.000000 1.000000 (1 , 1)  Correct
0.975061 0.495296 0.342965 0.367258 0.746027 0.000000 1.000000 (1 , 1)  Correct
0.355281 0.965638 0.043763 0.325659 0.795518 0.000000 1.000000 (1 , 1)  Correct
0.310086 0.332818 0.583447 0.298493 0.359825 0.000000 1.000000 (1 , 1)  Correct
0.287361 0.948992 0.335995 0.540800 0.678388 0.000000 1.000000 (1 , 1)  Correct
0.497277 0.810412 0.596705 0.577563 0.144858 0.000000 1.000000 (1 , 1)  Correct
0.486758 0.346248 0.885311 0.056399 0.723327 0.000000 1.000000 (1 , 1)  Correct
0.044090 0.297129 0.534045 0.114237 0.111511 0.000000 1.000000 (1 , 1)  Correct
0.119667 0.240991 0.673633 0.923754 0.479289 1.000000 0.000000 (0 , 0)  Correct
0.829638 0.274371 0.591236 0.503715 0.327058 1.000000 0.000000 (0 , 0)  Correct
0.138854 0.502164 0.743224 0.182069 0.331122 0.000000 1.000000 (1 , 1)  Correct
0.527296 0.100677 0.450077 0.539763 0.349339 1.000000 0.000000 (0 , 0)  Correct
0.700665 0.008472 0.406571 0.027849 0.579334 0.000000 1.000000 (1 , 1)  Correct
0.835439 0.711729 0.739110 0.408759 0.937667 0.000000 1.000000 (1 , 1)  Correct
0.353342 0.054932 0.675392 0.801753 0.843314 1.000000 0.000000 (0 , 0)  Correct
0.708284 0.717723 0.883555 0.924984 0.219884 1.000000 0.000000 (0 , 0)  Correct
0.299698 0.159029 0.844982 0.580880 0.848341 1.000000 0.000000 (0 , 0)  Correct
0.510890 0.581931 0.142587 0.175617 0.238740 0.000000 1.000000 (1 , 1)  Correct
0.707149 0.965456 0.318210 0.623347 0.689688 0.000000 1.000000 (1 , 1)  Correct
0.892565 0.964235 0.138919 0.976386 0.792889 1.000000 0.000000 (0 , 0)  Correct
0.854552 0.405778 0.383276 0.458042 0.506174 1.000000 0.000000 (0 , 0)  Correct
0.160665 0.335309 0.140057 0.013368 0.619598 0.000000 1.000000 (1 , 1)  Correct
0.331091 0.346731 0.694233 0.225902 0.870058 0.000000 1.000000 (1 , 1)  Correct
0.968116 0.166207 0.141603 0.714047 0.971921 1.000000 0.000000 (0 , 0)  Correct
0.364916 0.168079 0.773856 0.466082 0.550240 1.000000 0.000000 (0 , 0)  Correct
0.980816 0.719953 0.062470 0.766504 0.970738 1.000000 0.000000 (0 , 0)  Correct
0.865494 0.582397 0.481848 0.813686 0.018420 1.000000 0.000000 (0 , 0)  Correct
0.655843 0.785023 0.454768 0.796775 0.164064 1.000000 0.000000 (0 , 0)  Correct
0.946700 0.975595 0.932570 0.989289 0.498553 1.000000 0.000000 (0 , 0)  Correct
0.464744 0.404240 0.010079 0.953708 0.688045 1.000000 0.000000 (0 , 0)  Correct
0.757423 0.116940 0.110670 0.341901 0.468997 1.000000 0.000000 (0 , 0)  Correct
0.106444 0.762786 0.411522 0.545605 0.087798 0.000000 1.000000 (1 , 1)  Correct
0.584402 0.726154 0.664129 0.039006 0.029493 0.000000 1.000000 (1 , 1)  Correct
0.202210 0.907574 0.824658 0.710319 0.313857 0.000000 1.000000 (1 , 1)  Correct
0.575436 0.810422 0.190241 0.984862 0.062150 1.000000 0.000000 (0 , 0)  Correct
0.407162 0.415288 0.771285 0.603415 0.822494 0.000000 1.000000 (0 , 1)  Wrong 
0.546427 0.077185 0.387208 0.501974 0.323043 1.000000 0.000000 (0 , 0)  Correct
0.601366 0.807287 0.044667 0.720052 0.913192 0.000000 1.000000 (1 , 1)  Correct
0.672670 0.287425 0.466671 0.820786 0.736897 1.000000 0.000000 (0 , 0)  Correct
0.525627 0.214594 0.737642 0.567179 0.020345 1.000000 0.000000 (0 , 0)  Correct
0.974189 0.415976 0.657109 0.512685 0.383025 1.000000 0.000000 (0 , 0)  Correct
0.611942 0.741687 0.651765 0.059568 0.785688 0.000000 1.000000 (1 , 1)  Correct
0.339832 0.310080 0.619083 0.589619 0.856872 1.000000 0.000000 (0 , 0)  Correct
0.549375 0.818392 0.647807 0.436039 0.047636 0.000000 1.000000 (1 , 1)  Correct
0.584134 0.243498 0.367012 0.746330 0.797393 1.000000 0.000000 (0 , 0)  Correct
0.810070 0.349671 0.656480 0.313260 0.317396 0.000000 1.000000 (1 , 1)  Correct
0.915651 0.376471 0.080815 0.246387 0.776320 1.000000 0.000000 (1 , 0)  Wrong 
0.117064 0.024144 0.358799 0.560701 0.510014 1.000000 0.000000 (0 , 0)  Correct
0.031990 0.400546 0.376946 0.017678 0.182251 0.000000 1.000000 (1 , 1)  Correct
0.875408 0.820511 0.257342 0.304318 0.278001 0.000000 1.000000 (1 , 1)  Correct
0.225357 0.392139 0.700332 0.382253 0.054255 0.000000 1.000000 (0 , 1)  Wrong 
0.204616 0.469298 0.523912 0.222200 0.837440 0.000000 1.000000 (1 , 1)  Correct
0.682214 0.196885 0.000655 0.123231 0.626511 0.000000 1.000000 (1 , 1)  Correct
0.444972 0.375295 0.529211 0.922773 0.711939 1.000000 0.000000 (0 , 0)  Correct
0.906048 0.640946 0.927015 0.200281 0.111558 0.000000 1.000000 (1 , 1)  Correct
0.774853 0.012796 0.652142 0.670162 0.182055 1.000000 0.000000 (0 , 0)  Correct
0.599267 0.403348 0.649483 0.502313 0.287224 1.000000 0.000000 (0 , 0)  Correct
0.442252 0.397191 0.806595 0.326531 0.149140 0.000000 1.000000 (1 , 1)  Correct
0.473290 0.875458 0.967368 0.937845 0.508024 1.000000 0.000000 (0 , 0)  Correct
0.135292 0.912346 0.597932 0.108166 0.968449 0.000000 1.000000 (1 , 1)  Correct
0.556659 0.493665 0.379101 0.136035 0.101894 0.000000 1.000000 (1 , 1)  Correct
